replicate,cycle,fluorescence
25,6,111.48385787537633
25,7,153.6502164601826
25,8,211.0067409261128
25,9,351.2567552663842
25,10,588.6346509451154
25,11,1025.5339905486687
25,12,1808.49095380411
25,13,3197.348592938715
25,14,5778.672181241283
25,15,10366.012768413637
25,16,18687.01001542118
25,17,33714.57496315171
25,18,60979.82519497075
25,19,110240.49801632858
25,20,199230.74722800613
25,21,359841.1868594337
25,22,650325.0124689267
25,23,1173931.2222291767
25,24,2113888.3218306475
25,25,3791205.8316482836
25,26,6748535.357508658
25,27,11850773.97344661
25,28,20318324.6207497
25,29,33448245.995919943
25,30,51502337.03747622
25,31,71760248.83417745
25,32,88200755.93045953
25,33,96643859.2875892
25,34,99273511.47254473
25,35,99857649.90535977
26,0,52.76411909168657
26,1,50.009393803862224
26,2,58.24363300903204
26,3,56.37625367278431
26,4,56.04704731004023
26,5,85.22636872330807
26,6,99.0023217631378
26,7,140.45772685231748
26,8,196.27035198270755
26,9,316.4834035421315
26,10,526.3427834159123
26,11,879.9874333810304
26,12,1539.5436385052217
26,13,2669.4664738556453
26,14,4736.8317267123475
26,15,8461.2469611882
26,16,15182.948387561237
26,17,27257.73678802221
26,18,49009.229070084744
26,19,88441.32199183658
26,20,159927.31605831167
26,21,288886.7934684856
26,22,521610.85942976037
26,23,941836.3917324918
26,24,1697181.6973183611
26,25,3048570.6125746006
26,26,5443842.44417489
26,27,9615774.14703744
26,28,16662100.257811515
26,29,27917047.252776053
26,30,44234734.77394959
26,31,64237551.77701689
26,32,82866685.86091915
26,33,94382616.55072385
26,34,98681247.61447175
26,35,99735897.63090867
27,0,51.88271150340051
27,1,46.02271301631933
27,2,61.05278091912262
27,3,60.35071442402237
27,4,69.29469675283181
27,5,70.20595827060177
27,6,101.68487258710083
27,7,152.12450698487277
27,8,224.0373148264747
27,9,365.38301678163197
27,10,609.41405288842
27,11,1060.8939819769407
27,12,1867.472303270138
27,13,3304.654500716568
27,14,5901.863005474164
27,15,10650.335724466207
27,16,19174.17382570602
27,17,34546.56383270309
27,18,62351.95103291081
27,19,112792.86518194988
27,20,204010.9637560746
27,21,368869.14200127445
27,22,667014.9604986076
27,23,1203855.4335492437
27,24,2168321.1024858933
27,25,3888338.9963467666
27,26,6918828.172390392
27,27,12141678.656217534
27,28,20793961.352240406
27,29,34152479.96398938
27,30,52391716.79604724
27,31,72620912.19352359
27,32,88743259.52887611
27,33,96842754.55837512
27,34,99323722.495167
27,35,99868712.11638084
28,0,50.044154230472586
28,1,51.06931884132373
28,2,47.935144835092345
28,3,60.671861459061326
28,4,62.09576286521761
28,5,69.9656930556315
28,6,78.78878714174746
28,7,87.33538159789987
28,8,142.9766395600353
28,9,201.77550449742537
28,10,328.6914802600313
28,11,527.9604187626568
28,12,912.5627205145878
28,13,1601.5859474543795
28,14,2837.713514765153
28,15,5050.388247130101
28,16,9057.571626927715
28,17,16374.399624686981
28,18,29602.374181896794
28,19,53329.63090215982
28,20,96270.90462355816
28,21,174116.81028773703
28,22,314918.7131759924
28,23,569144.4452598533
28,24,1027535.5604136193
28,25,1851428.1133785779
28,26,3324894.9081253377
28,27,5931954.454639739
28,28,10456444.60312
28,29,18048197.373422734
28,30,30040645.684332605
28,31,47084874.6833116
28,32,67293899.56581554
28,33,85138685.58852728
28,34,95404199.30451007
28,35,98961321.28128287
29,0,46.964790492145255
29,1,43.613089088071284
29,2,54.33595076071749
29,3,56.713077941086205
29,4,68.32744212928839
29,5,63.71392895202659
29,6,72.94272790726853
29,7,89.69656305549884
29,8,119.82864547227955
29,9,188.81306324156057
29,10,282.9869874318232
29,11,461.1979937443831
29,12,798.9056373290122
29,13,1409.4638898181067
29,14,2473.824742199957
29,15,4455.2723561680095
29,16,8025.040772998416
29,17,14480.402176266172
29,18,26171.632043429807
29,19,47284.55450763062
29,20,85472.1828518983
29,21,154634.72215030706
29,22,279740.7717516764
29,23,505277.98701986036
29,24,912840.5031913442
29,25,1646046.3780631986
29,26,2959205.9149358277
29,27,5287365.294672205
29,28,9348968.35295843
29,29,16223604.09715912
29,30,27245242.243774384
29,31,43318377.45163421
29,32,63235517.392978474
29,33,82095550.11647093
29,34,94017262.47113447
29,35,98579436.91411912
30,0,47.15178010551588
30,1,57.001844952418764
30,2,48.290713722866954
30,3,57.13326798043339
30,4,65.60400807026728
30,5,75.9458282448131
30,6,101.15559632076793
30,7,115.19900340941143
30,8,164.3653102121405
30,9,276.48864925514124
30,10,461.5407527370518
30,11,786.6797356402334
30,12,1364.0556869964792
30,13,2445.5810900960473
30,14,4386.532956751796
30,15,7911.493197913436
30,16,14294.065142222993
30,17,25890.270208322538
30,18,46803.01560165483
30,19,84664.02408928542
30,20,153160.9775167845
30,21,277203.69309210445
30,22,501491.63782201783
30,23,905798.9648402119
30,24,1633744.4194479103
30,25,2936310.3551844605
30,26,5247088.953994919
30,27,9279124.075564882
30,28,16106504.478054686
30,29,27065914.882427264
30,30,43076651.71067182
30,31,62966299.448323935
30,32,81886330.2257077
30,33,93915592.34485237
30,34,98550377.76081567
30,35,99709346.63589089
31,0,49.041991911928484
31,1,54.89049546665942
31,2,59.21750143901449
31,3,57.766908012440204
31,4,62.41920257771305
31,5,67.74056810968268
31,6,85.68837502509892
31,7,110.8826014134218
31,8,150.0504144188092
31,9,238.78519931644874
31,10,388.1657585131875
31,11,665.5880974912807
31,12,1163.4353868947578
31,13,2071.003959485879
31,14,3675.487249156077
31,15,6597.671484805456
31,16,11875.821119373892
31,17,21496.185414320273
31,18,38818.897363727745
31,19,70263.9396213766
31,20,127019.34307235725
31,21,229793.85382296707
31,22,415604.18370609026
31,23,750821.3625243034
31,24,1354898.885990646
31,25,2438072.920335758
31,26,4365781.059142337
31,27,7751477.8910306385
31,28,13549260.924240332
31,29,23049444.39948812
31,30,37430666.68555336
31,31,56427545.1050194
31,32,76370842.33234751
31,33,91007930.19541973
31,34,97647189.6959269
31,35,99512756.18819349
32,0,52.064689518502966
32,1,48.70544903538201
32,2,54.9484734881609
32,3,55.56825344182285
32,4,61.451551699570146
32,5,80.50143503590351
32,6,92.04069832208798
32,7,135.52154733748654
32,8,197.60695535119135
32,9,318.05617215234474
32,10,513.7442252095822
32,11,897.1347426175319
32,12,1570.5892232363688
32,13,2813.134688577692
32,14,5047.096074620359
32,15,9080.015933964232
32,16,16350.842066603595
32,17,29623.910649412806
32,18,53611.85913909976
32,19,96999.20838940352
32,20,175560.3370972894
32,21,317853.2128355483
32,22,574772.5348527592
32,23,1038263.329838183
32,24,1871887.9667739137
32,25,3361191.2117270753
32,26,5994055.021275376
32,27,10562564.326963266
32,28,18224049.894438945
32,29,30313600.39030088
32,30,47444814.82762208
32,31,67667876.67986071
32,32,85412802.69239233
32,33,95517986.9651745
32,34,98989107.00543654
32,35,99799915.20276923
33,0,55.32406120387668
33,1,54.08200850475227
33,2,47.514986682743675
33,3,62.721321993549694
33,4,79.91496834597639
33,5,86.42153066199049
33,6,97.72000766584169
33,7,134.10691816567635
33,8,207.87232506392576
33,9,320.84609809545157
33,10,521.4843965334136
33,11,887.849831496697
33,12,1542.8505588483567
33,13,2735.6140099846516
33,14,4897.016978344593
33,15,8728.268424178004
33,16,15704.934913518593
33,17,28372.29739984644
33,18,51205.257206633934
33,19,92527.75415009186
33,20,167192.342407008
33,21,302360.431617879
33,22,546605.3899741046
33,23,987234.8825482631
33,24,1779900.5476127956
33,25,3196810.114569823
33,26,5705301.258302304
33,27,10065994.96197036
33,28,17407323.02513353
33,29,29062485.7036933
33,30,45781245.47724642
33,31,65913540.72310402
33,32,84133386.37227184
33,33,94958967.1325272
33,34,98843380.59420964
33,35,99770319.13970006
34,0,52.197776744812316
34,1,63.362816048263326
34,2,57.633748393532464
34,3,47.112961541321326
34,4,67.27774983641407
34,5,68.93341412811785
34,6,92.20786651355661
34,7,121.90235391902596
34,8,164.94480062353645
34,9,286.42880186432586
34,10,457.1690466950958
34,11,799.2281909098253
34,12,1396.8392150925065
34,13,2522.601076031908
34,14,4501.462983408719
34,15,8128.829409510938
34,16,14661.777549745178
34,17,26511.2817808019
34,18,47966.6462059577
34,19,86761.260506836
34,20,157051.16232443467
34,21,284166.50422628695
34,22,513951.9593726938
34,23,928736.6634132009
34,24,1675379.0612317028
34,25,3010459.310826253
34,26,5378387.618576947
34,27,9506028.69419479
34,28,16483281.348860178
34,29,27649469.526874196
34,30,43874548.59699056
34,31,63845676.046748824
34,32,82567408.30076547
34,33,94244127.26217285
34,34,98643376.19384658
34,35,99729401.00333406
35,0,60.155090519548864
35,1,47.63772500471579
35,2,44.873292981247
35,3,61.58252084061368
35,4,75.32225835420903
35,5,80.93006701052133
35,6,97.39888013226798
35,7,135.39160612183588
35,8,181.65222389021517
35,9,277.67818014718085
35,10,456.8697674372463
35,11,758.5161990868328
35,12,1324.3549488150481
35,13,2362.6181540279317
35,14,4234.16099705749
35,15,7543.059964758765
35,16,13572.095520632662
35,17,24433.863528137816
35,18,44074.5352508786
35,19,79552.85789634142
35,20,143599.75254458553
35,21,259757.9269953877
35,22,469409.5886341815
35,23,847638.3109277814
35,24,1528559.2703233205
35,25,2747896.1593345697
35,26,4915026.225776449
35,27,8704070.385013692
35,28,15148472.917690685
35,29,25571820.45423088
35,30,41006690.0061104
35,31,60624813.690645814
35,32,79984697.23967856
35,33,92967690.10583898
35,34,98265741.28894307
35,35,99648213.10018261
36,0,60.89098760486361
36,1,47.735317056545114
36,2,56.24790961076211
36,3,59.05841201871309
36,4,73.42395694160673
36,5,77.08978398216678
36,6,77.50986029336072
36,7,118.41446258066696
36,8,164.80098844186347
36,9,239.5265213416571
36,10,394.9382642890137
36,11,645.1312440182996
36,12,1107.3085174598923
36,13,1942.6083613317755
36,14,3472.837946686688
36,15,6171.07269505939
36,16,11103.567185525226
36,17,19956.96787003679
36,18,35951.98415823594
36,19,64815.75067863835
36,20,116989.70707192125
36,21,211659.6507958665
36,22,382696.8405284695
36,23,691510.9087068724
36,24,1248132.525755276
36,25,2246527.342034074
36,26,4026578.3728828826
36,27,7158578.02836876
36,28,12547636.423219362
36,29,21447032.297218237
36,30,35109769.02794482
36,31,53581632.65926425
36,32,73745913.04704897
36,33,89447208.18938279
36,34,97099741.15498793
36,35,99381861.08093074
37,0,51.68579438213382
37,1,51.05986309398671
37,2,60.14366311641099
37,3,66.11149162024313
37,4,62.80130174616596
37,5,74.53384513786794
37,6,100.39426277119637
37,7,123.6922082176521
37,8,186.1073450306073
37,9,298.02106211150675
37,10,499.2658919635781
37,11,860.7213594500782
37,12,1489.7599343369693
37,13,2664.715231063087
37,14,4765.623488913907
37,15,8561.519060820516
37,16,15431.101081399005
37,17,27839.600266612684
37,18,50169.18943402178
37,19,90802.44009090717
37,20,164230.6038092839
37,21,296915.00589240366
37,22,536719.9375072789
37,23,969412.0933071648
37,24,1747563.9573417248
37,25,3139667.606048083
37,26,5605546.5740657495
37,27,9893631.597626008
37,28,17123835.216060646
37,29,28634665.53858176
37,30,45204750.66427538
37,31,65298497.29196733
37,32,83677283.30819486
37,33,94755850.08540396
37,34,98787435.20608771
37,35,99759152.23470353
38,0,52.741255687003914
38,1,52.26702913318221
38,2,61.265546460157246
38,3,64.12842355971434
38,4,63.37681569838221
38,5,77.4000768714915
38,6,85.14684768062841
38,7,127.6109704547241
38,8,203.076144949394
38,9,326.0958806426959
38,10,528.4388905132566
38,11,907.6325248297417
38,12,1579.3764903050171
38,13,2809.0174042910417
38,14,4988.464186550557
38,15,8994.447480028164
38,16,16217.855419836042
38,17,29306.333192425955
38,18,53033.16227177187
38,19,96011.45728128073
38,20,173953.8695424111
38,21,314815.4518099602
38,22,569200.1517285716
38,23,1027896.4240238562
38,24,1852749.3491660778
38,25,3327449.8280971614
38,26,5935390.625677344
38,27,10460461.593858263
38,28,18057674.677023433
38,29,30056161.29481244
38,30,47102269.723830976
38,31,67312089.80875051
38,32,85162864.70399003
38,33,95415557.45754161
38,34,98960894.73846754
38,35,99794646.65483296
39,0,57.754173088134756
39,1,51.78676978054931
39,2,53.41354612610852
39,3,55.61577546022986
39,4,62.31110199160801
39,5,77.28187377072344
39,6,94.17157279887013
39,7,142.84067451616693
39,8,212.80896171277556
39,9,348.54999334162295
39,10,604.4837974641073
39,11,1003.370768371783
39,12,1753.1103163279236
39,13,3101.497004027631
39,14,5581.438014269861
39,15,10019.541425419335
39,16,18087.44340796938
39,17,32599.71723580523
39,18,59067.585181153154
39,19,106748.91979349407
39,20,193005.79807320386
39,21,349036.39507301897
39,22,630538.2985914925
39,23,1138608.5524661145
39,24,2050745.6692657748
39,25,3680137.0147695555
39,26,6553278.394561575
39,27,11519239.099221777
39,28,19784029.33672384
39,29,32651276.38830266
39,30,50481241.147899
39,31,70749342.91766019
39,32,87536516.25248858
39,33,96384326.04975984
39,34,99209000.118103
39,35,99845423.63762371
40,0,52.7204713438907
40,1,44.575203598170745
40,2,58.59984304258985
40,3,57.55161629570584
40,4,65.76260960697124
40,5,69.35838960077693
40,6,74.06538358256167
40,7,105.84757414863978
40,8,133.71280811940582
40,9,211.896347329611
40,10,321.14830895606167
40,11,500.76748774647825
40,12,855.7471359491351
40,13,1500.8471026645545
40,14,2643.6046184733427
40,15,4660.424505925303
40,16,8305.900178860222
40,17,14931.867239137717
40,18,27009.491398225702
40,19,48573.29123382213
40,20,87732.15163050797
40,21,158428.99738220664
40,22,286305.9389269465
40,23,517225.94836661726
40,24,933980.5664468866
40,25,1683266.607179633
40,26,3024187.065763462
40,27,5401829.250173927
40,28,9545325.99594595
40,29,16546097.89397524
40,30,27742042.513767127
40,31,43992113.57293818
40,32,63970416.39171655
40,33,82664670.23312834
40,34,94282314.74262883
40,35,98652155.13026412
41,0,50.35173254047309
41,1,64.35073294478474
41,2,59.73489468731326
41,3,60.721875566575775
41,4,71.84735176520843
41,5,83.954144948499
41,6,100.01845283394096
41,7,115.9553439020153
41,8,177.32725083155873
41,9,271.2988153814428
41,10,474.6262917108812
41,11,807.0105557327042
41,12,1412.8231151861526
41,13,2488.679568483595
41,14,4425.748224479575
41,15,7925.145577122836
41,16,14248.16968879427
41,17,25689.44390129034
41,18,46450.16580666458
41,19,83957.09535443215
41,20,151575.3601117259
41,21,274188.314981072
41,22,495500.64755087846
41,23,894831.3797446107
41,24,1613853.6313196796
41,25,2901374.6610721587
41,26,5185511.776196118
41,27,9174048.622857789
41,28,15929685.769715602
41,29,26792542.5239902
41,30,42697174.78909192
41,31,62539767.923942715
41,32,81537961.1714257
41,33,93747417.32801713
41,34,98502898.28022897
41,35,99700061.9804739
42,0,47.29432778546185
42,1,49.64782530943256
42,2,51.61890726174902
42,3,61.94711388124012
42,4,65.789830046021
42,5,66.93115139385036
42,6,106.70812495891175
42,7,143.94961364692557
42,8,207.0101968997154
42,9,335.69891628714305
42,10,549.9890541630796
42,11,965.0276743697042
42,12,1696.615677439676
42,13,3014.8680479286313
42,14,5404.693408436735
42,15,9691.031354294752
42,16,17539.114856479257
42,17,31639.65934475758
42,18,57242.4625239284
42,19,103655.08108026446
42,20,187458.6994781982
42,21,339027.13306423463
42,22,612338.314947001
42,23,1105465.8273326962
42,24,1990788.4368585655
42,25,3572691.6250303723
42,26,6366952.215501602
42,27,11202977.316911906
42,28,19268747.001061708
42,29,31886707.299712222
42,30,49499389.15033802
42,31,69774943.99064758
42,32,86874540.12964326
42,33,96119781.68367535
42,34,99143172.03777789
42,35,99832305.73036404
43,0,55.02670953449845
43,1,53.37149108044462
43,2,58.220343626868015
43,3,55.48282330843603
43,4,72.15292435564251
43,5,77.27130519458821
43,6,111.57295701598758
43,7,157.13529766659104
43,8,242.96328592679532
43,9,393.444123562346
43,10,687.0298440544907
43,11,1226.9744758684149
43,12,2192.5916928910906
43,13,3957.0147047933096
43,14,7176.99671122359
43,15,12904.88016092196
43,16,23351.634971712978
43,17,42344.26151646365
43,18,76697.6436208064
43,19,138763.08530180348
43,20,251286.37998763088
43,21,454384.0574997443
43,22,821226.1109931457
43,23,1481748.9367007953
43,24,2665258.594190276
43,25,4770202.577814868
43,26,8454669.49434039
43,27,14731236.971263602
43,28,24921252.452583034
43,29,40095411.86901094
43,30,59576805.25881936
43,31,79111369.73174277
43,32,92513587.12388171
43,33,98129057.08130135
43,34,99619212.41711418
43,35,99927696.43283871
44,0,49.123293687978006
44,1,47.75486369760882
44,2,50.94737971417422
44,3,57.92712750112544
44,4,61.978891503701774
44,5,58.64470275373225
44,6,68.11451565716212
44,7,92.5672508821806
44,8,118.44403776283968
44,9,174.30118582971917
44,10,254.89192535157082
44,11,431.4948683914898
44,12,746.194167260574
44,13,1267.698234404504
44,14,2262.008502121282
44,15,3971.6232232006387
44,16,7156.142676086252
44,17,12901.374484235068
44,18,23271.561666223573
44,19,42105.86055812258
44,20,76164.5549846803
44,21,137841.19605518933
44,22,249250.50751465428
44,23,450363.16741217865
44,24,813513.7477318965
44,25,1467626.486838934
44,26,2639919.5011200593
44,27,4725563.041638126
44,28,8377360.849049098
44,29,14601187.621249791
44,30,24716839.140552018
44,31,39809056.274363436
44,32,59245353.02091818
44,33,78825447.94895682
44,34,92366554.1426255
44,35,98084458.11672491
45,0,59.848467666660696
45,1,55.05777406520202
45,2,59.4456752654042
45,3,55.521099090651134
45,4,64.90176237083097
45,5,68.41888213282462
45,6,87.77356855800213
45,7,130.05778232525947
45,8,183.55458015035748
45,9,295.6937851968019
45,10,484.36086104144573
45,11,827.300847745733
45,12,1410.8102815713125
45,13,2493.4706212207298
45,14,4416.6350967200315
45,15,7877.67212832249
45,16,14110.373465390465
45,17,25479.50890600285
45,18,45925.593759769414
45,19,82884.62004378227
45,20,149783.06289378667
45,21,270427.53323972225
45,22,488705.4172937874
45,23,882301.1485299877
45,24,1591162.169182034
45,25,2860143.385045629
45,26,5111517.945730362
45,27,9042181.265179103
45,28,15712179.02418609
45,29,26448747.3969894
45,30,42223372.55696074
45,31,62004493.944594
45,32,81113831.78441627
45,33,93536546.39988491
45,34,98439196.98967652
45,35,99687120.70682667
46,0,46.71038933830541
46,1,60.28796390340899
46,2,55.93904474107579
46,3,54.0747726807666
46,4,66.64245504390871
46,5,63.76196864529398
46,6,78.28672246629861
46,7,100.04275217030917
46,8,129.89688797190996
46,9,205.1960749381946
46,10,314.0138353930254
46,11,532.3944088259752
46,12,926.38612711708
46,13,1612.4431880516859
46,14,2838.6582947047027
46,15,5121.026411407823
46,16,9280.303841014307
46,17,16812.298854251694
46,18,30376.14635125447
46,19,54988.02415290209
46,20,99595.47794680491
46,21,180188.14877718888
46,22,326179.01735563524
46,23,589748.5173617983
46,24,1065285.8179034474
46,25,1920260.3053319908
46,26,3447529.1213167235
46,27,6147043.8799920585
46,28,10825902.246231172
46,29,18656739.467549417
46,30,30962674.425427906
46,31,48301268.67985556
46,32,68548734.95477214
46,33,86044038.13807984
46,34,95781539.4778048
46,35,99057036.25055693
47,0,49.79112149747643
47,1,54.55343753913331
47,2,56.589341740311745
47,3,61.562034028681694
47,4,69.86290040726703
47,5,88.14196954153309
47,6,95.53462467772444
47,7,130.05136007673372
47,8,176.62496099226422
47,9,261.6000520472462
47,10,427.73919792563817
47,11,699.6651841121798
47,12,1204.0738504261249
47,13,2081.4506239884017
47,14,3675.7398607169507
47,15,6583.426018302553
47,16,11790.050017765674
47,17,21153.430674156873
47,18,38091.42521580271
47,19,68714.51878046115
47,20,123963.41643296923
47,21,223904.14277803487
47,22,404431.8974498925
47,23,729875.0217147021
47,24,1316397.1368263867
47,25,2369471.9199971547
47,26,4242884.835100968
47,27,7534417.161821606
47,28,13183013.499424562
47,29,22461704.00492555
47,30,36582729.28844085
47,31,55398052.552801415
47,32,75429745.4608522
47,33,90457560.5450227
47,34,97458579.18553486
47,35,99467979.53237261
48,0,57.600427969137876
48,1,56.79888294855556
48,2,55.466179879167655
48,3,57.61405077432312
48,4,68.42979718902629
48,5,68.39919744610721
48,6,96.67208426930137
48,7,122.83058269051341
48,8,185.70408724879917
48,9,287.0643840547833
48,10,481.60829316746884
48,11,816.9310631979906
48,12,1431.9909741411238
48,13,2532.3483492342293
48,14,4508.505054512071
48,15,8109.214582878286
48,16,14611.71940265185
48,17,26405.927987950203
48,18,47682.15842884457
48,19,86266.72469338804
48,20,155977.11238408685
48,21,281942.36349724815
48,22,509677.328294767
48,23,920829.3052999658
48,24,1661241.1376918699
48,25,2986401.445015538
48,26,5337375.621448651
48,27,9434916.41240448
48,28,16363756.40922187
48,29,27462847.715852007
48,30,43620950.084467836
48,31,63567766.72913644
48,32,82349725.38406709
48,33,94135032.57135317
48,34,98607373.52600403
48,35,99721419.92952366
49,0,50.42807238508741
49,1,57.84070947063552
49,2,59.51500475221522
49,3,55.61982175754149
49,4,60.74414401979243
49,5,72.78434558259582
49,6,90.37446284065341
49,7,116.3743533514185
49,8,160.539612581274
49,9,258.2746253398843
49,10,422.54243721144775
49,11,688.680190972439
49,12,1203.2035677902184
49,13,2093.6624636588554
49,14,3728.6656484672612
49,15,6642.745348147068
49,16,11966.807546040962
49,17,21570.972084247027
49,18,38954.32429671744
49,19,70415.09368905186
49,20,127247.77677413066
49,21,230165.02471640526
49,22,416573.0703924019
49,23,753112.7042167736
49,24,1358673.8137584224
49,25,2444872.0643597073
49,26,4378766.599390019
49,27,7773725.689226461
49,28,13588152.527842045
49,29,23110401.04814855
49,30,37523226.39108785
49,31,56533841.35253455
49,32,76459242.88029633
49,33,91058557.14430936
49,34,97666337.96538386
49,35,99516222.79761755
